code,description_1,description_2,description_3,description_4,description_5
01170,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Tuberculous pneumothorax,"Tuberculous pneumothorax, unspecified"
01171,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Tuberculous pneumothorax,"Tuberculous pneumothorax, bacteriological or histological examination not done"
01172,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Tuberculous pneumothorax,"Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)"
01173,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Tuberculous pneumothorax,"Tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy"
01174,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Tuberculous pneumothorax,"Tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01175,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Tuberculous pneumothorax,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01176,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Tuberculous pneumothorax,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
0118,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Other specified pulmonary tuberculosis,
01180,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Other specified pulmonary tuberculosis,"Other specified pulmonary tuberculosis, unspecified"
01181,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Other specified pulmonary tuberculosis,"Other specified pulmonary tuberculosis, bacteriological or histological examination not done"
01182,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Other specified pulmonary tuberculosis,"Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)"
01183,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Other specified pulmonary tuberculosis,"Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
01184,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Other specified pulmonary tuberculosis,"Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01185,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Other specified pulmonary tuberculosis,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01186,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Other specified pulmonary tuberculosis,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
0119,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Unspecified pulmonary tuberculosis,
01190,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Unspecified pulmonary tuberculosis,"Pulmonary tuberculosis, unspecified, unspecified"
01191,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Unspecified pulmonary tuberculosis,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done"
01192,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Unspecified pulmonary tuberculosis,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
01193,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Unspecified pulmonary tuberculosis,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
01194,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Unspecified pulmonary tuberculosis,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01195,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Unspecified pulmonary tuberculosis,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01196,Infectious And Parasitic Diseases,Tuberculosis,Pulmonary tuberculosis,Unspecified pulmonary tuberculosis,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
012,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,,
0120,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous pleurisy,
01200,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous pleurisy,"Tuberculous pleurisy, unspecified"
01201,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous pleurisy,"Tuberculous pleurisy, bacteriological or histological examination not done"
01202,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous pleurisy,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)"
01203,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous pleurisy,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy"
01204,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous pleurisy,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01205,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous pleurisy,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01206,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous pleurisy,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
0121,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculosis of intrathoracic lymph nodes,
01210,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculosis of intrathoracic lymph nodes,"Tuberculosis of intrathoracic lymph nodes, unspecified"
01211,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculosis of intrathoracic lymph nodes,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done"
01212,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculosis of intrathoracic lymph nodes,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)"
01213,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculosis of intrathoracic lymph nodes,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy"
01214,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculosis of intrathoracic lymph nodes,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01215,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculosis of intrathoracic lymph nodes,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01216,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculosis of intrathoracic lymph nodes,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
0122,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Isolated tracheal or bronchial tuberculosis,
01220,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Isolated tracheal or bronchial tuberculosis,"Isolated tracheal or bronchial tuberculosis, unspecified"
01221,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Isolated tracheal or bronchial tuberculosis,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done"
01222,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Isolated tracheal or bronchial tuberculosis,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)"
01223,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Isolated tracheal or bronchial tuberculosis,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy"
01224,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Isolated tracheal or bronchial tuberculosis,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01225,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Isolated tracheal or bronchial tuberculosis,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01226,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Isolated tracheal or bronchial tuberculosis,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
0123,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous laryngitis,
01230,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous laryngitis,"Tuberculous laryngitis, unspecified"
01231,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous laryngitis,"Tuberculous laryngitis, bacteriological or histological examination not done"
01232,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous laryngitis,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)"
01233,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous laryngitis,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy"
01234,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous laryngitis,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01235,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous laryngitis,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01236,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Tuberculous laryngitis,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
0128,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Other specified respiratory tuberculosis,
01280,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Other specified respiratory tuberculosis,"Other specified respiratory tuberculosis, unspecified"
01281,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Other specified respiratory tuberculosis,"Other specified respiratory tuberculosis, bacteriological or histological examination not done"
01282,Infectious And Parasitic Diseases,Tuberculosis,Other respiratory tuberculosis,Other specified respiratory tuberculosis,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)"
