code,description_1,description_2,description_3,description_4
0352,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Plastic Operations On Spinal Cord Structures,Repair Of Spinal Myelomeningocele
0353,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Plastic Operations On Spinal Cord Structures,Repair Of Vertebral Fracture
0359,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Plastic Operations On Spinal Cord Structures,Other Repair And Plastic Operations On Spinal Cord Structures
036,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Lysis Of Adhesions Of Spinal Cord And Nerve Roots,
037,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Shunt Of Spinal Theca,
0371,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Shunt Of Spinal Theca,Spinal Subarachnoid-Peritoneal Shunt
0372,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Shunt Of Spinal Theca,Spinal Subarachnoid-Ureteral Shunt
0379,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Shunt Of Spinal Theca,Other Shunt Of Spinal Theca
038,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Injection Of Destructive Agent Into Spinal Canal,
039,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,
0390,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,Insertion Of Catheter Into Spinal Canal For Infusion Of Therapeutic Or Palliative Substances
0391,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,Injection Of Anesthetic Into Spinal Canal For Analgesia
0392,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,Injection Of Other Agent Into Spinal Canal
0393,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,Insert/Replace Spinal Neurostimulator
0394,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,Removal Of Spinal Neurostimulator
0395,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,Spinal Blood Patch
0396,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,Percutaneous Denervation Of Facet
0397,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,Revision Of Spinal Thecal Shunt
0398,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,Removal Of Spinal Thecal Shunt
0399,Operations On The Nervous System,Operations On Spinal Cord And Spinal Canal Structures,Other Operations On Spinal Cord And Spinal Canal Structures,Other
04,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,,
040,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,"Incision, Division, And Excision Of Cranial And Peripheral Nerves",
0401,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,"Incision, Division, And Excision Of Cranial And Peripheral Nerves",Excision Of Acoustic Neuroma
0402,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,"Incision, Division, And Excision Of Cranial And Peripheral Nerves",Division Of Trigeminal Nerve
0403,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,"Incision, Division, And Excision Of Cranial And Peripheral Nerves",Division Or Crushing Of Other Cranial And Peripheral Nerves
0404,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,"Incision, Division, And Excision Of Cranial And Peripheral Nerves",Other Incision Of Cranial And Peripheral Nerves
0405,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,"Incision, Division, And Excision Of Cranial And Peripheral Nerves",Gasserian Ganglionectomy
0406,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,"Incision, Division, And Excision Of Cranial And Peripheral Nerves",Other Cranial Or Peripheral Ganglionectomy
0407,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,"Incision, Division, And Excision Of Cranial And Peripheral Nerves",Other Excision Or Avulsion Of Cranial And Peripheral Nerves
041,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Diagnostic Procedures On Peripheral Nervous System,
0411,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Diagnostic Procedures On Peripheral Nervous System,Closed [Percutaneous] [Needle] Biopsy Of Cranial Or Peripheral Nerve Or Ganglion
0412,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Diagnostic Procedures On Peripheral Nervous System,Open Biopsy Of Cranial Or Peripheral Nerve Or Ganglion
0419,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Diagnostic Procedures On Peripheral Nervous System,Other Diagnostic Procedures On Cranial And
042,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Destruction Of Cranial And Peripheral Nerves,
043,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Suture Of Cranial And Peripheral Nerves,
044,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Lysis Of Adhesions And Decompression Of Cranial And Peripheral Nerves,
0441,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Lysis Of Adhesions And Decompression Of Cranial And Peripheral Nerves,Decompression Of Trigeminal Nerve Root
0442,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Lysis Of Adhesions And Decompression Of Cranial And Peripheral Nerves,Other Cranial Nerve Decompression
0443,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Lysis Of Adhesions And Decompression Of Cranial And Peripheral Nerves,Release Of Carpal Tunnel
0444,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Lysis Of Adhesions And Decompression Of Cranial And Peripheral Nerves,Release Of Tarsal Tunnel
0449,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Lysis Of Adhesions And Decompression Of Cranial And Peripheral Nerves,Other Peripheral Nerve Or Ganglion Decompression Or Lysis Of Adhesions
045,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Cranial Or Peripheral Nerve Graft,
046,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Transposition Of Cranial And Peripheral Nerves,
047,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Cranial Or Peripheral Neuroplasty,
0471,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Cranial Or Peripheral Neuroplasty,Hypoglossal-Facial Anastomosis
0472,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Cranial Or Peripheral Neuroplasty,Accessory-Facial Anastomosis
0473,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Cranial Or Peripheral Neuroplasty,Accessory-Hypoglossal Anastomosis
0474,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Cranial Or Peripheral Neuroplasty,Other Anastomosis Of Cranial Or Peripheral Nerve
0475,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Cranial Or Peripheral Neuroplasty,Revision Of Previous Repair Of Cranial And Peripheral Nerves
0476,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Cranial Or Peripheral Neuroplasty,Repair Of Old Traumatic Injury Of Cranial And Peripheral Nerves
0479,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Cranial Or Peripheral Neuroplasty,Other Neuroplasty
048,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Injection Into Peripheral Nerve,
0480,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Injection Into Peripheral Nerve,"Peripheral Nerve Injection, Not Otherwise Specified"
0481,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Injection Into Peripheral Nerve,Injection Of Anesthetic Into Peripheral Nerve For Analgesia
0489,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Injection Into Peripheral Nerve,"Injection Of Other Agent, Except Neurolytic"
049,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Operations On Cranial And Peripheral Nerves,
0491,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Operations On Cranial And Peripheral Nerves,Neurectasis
0492,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Operations On Cranial And Peripheral Nerves,Implantation Or Replacement Of Peripheral Neurostimulator
0493,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Operations On Cranial And Peripheral Nerves,Removal Of Peripheral Neurostimulator
0499,Operations On The Nervous System,Operations On Cranial And Peripheral Nerves,Other Operations On Cranial And Peripheral Nerves,Other
05,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,,
050,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Division Of Sympathetic Nerve Or Ganglion,
051,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Diagnostic Procedures On Sympathetic Nerves Or Ganglia,
0511,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Diagnostic Procedures On Sympathetic Nerves Or Ganglia,Biopsy Of Sympathetic Nerve Or Ganglion
0519,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Diagnostic Procedures On Sympathetic Nerves Or Ganglia,Other Diagnostic Procedures On Sympathetic Nerves Or Ganglia
052,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Sympathectomy,
0521,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Sympathectomy,Sphenopalatine Ganglionectomy
0522,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Sympathectomy,Cervical Sympathectomy
0523,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Sympathectomy,Lumber Sympathectomy
0524,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Sympathectomy,Presacral Sympathectomy
0525,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Sympathectomy,Periarterial Sympathectomy
0529,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Sympathectomy,Other Sympathectomy And Ganglionectomy
053,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Injection Into Sympathetic Nerve Or Ganglion,
0531,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Injection Into Sympathetic Nerve Or Ganglion,Injection Of Anesthetic Into Sympathetic Nerve For Analgesia
0532,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Injection Into Sympathetic Nerve Or Ganglion,Injection Of Neurolytic Agent Into Sympathetic Nerve
0539,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Injection Into Sympathetic Nerve Or Ganglion,Other Injection Into Sympathetic Nerve Or Ganglion
058,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Other Operations On Sympathetic Nerves Or Ganglion,
0581,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Other Operations On Sympathetic Nerves Or Ganglion,Repair Of Sympathetic Nerve Or Ganglion
0589,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Other Operations On Sympathetic Nerves Or Ganglion,Other
059,Operations On The Nervous System,Operations On Sympathetic Nerves Or Ganglia,Other Operations On Nervous System,
06,Operations On The Endocrine System,Operations On Thyroid And Parathyroid Glands,,
060,Operations On The Endocrine System,Operations On Thyroid And Parathyroid Glands,Incision Of Thyroid Field,
0601,Operations On The Endocrine System,Operations On Thyroid And Parathyroid Glands,Incision Of Thyroid Field,Aspiration Of Thyroid Field
